50 -9.8952e-10 8.15901e-09 50 -2.71212e-10 8.63209e-10
0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 0
0 27 0
0 28 0
0 29 0
0 30 0
0 31 0
0 32 0
0 33 0
0 34 0
0 35 0
0 36 0
0 37 0
0 38 0
0 39 0
0 40 0
0 41 0
0 42 0
0 43 0
0 44 0
0 45 0
0 46 0
0 47 0
0 48 0
0 49 0
0 50 0
1 0 0
1 1 11.6768
1 2 11.3961
1 3 11.1089
1 4 10.8312
1 5 10.5629
1 6 10.3041
1 7 10.0547
1 8 9.81486
1 9 9.5844
1 10 9.36344
1 11 9.15192
1 12 8.94985
1 13 8.75727
1 14 8.57413
1 15 8.40044
1 16 8.23624
1 17 8.08149
1 18 7.93617
1 19 7.80036
1 20 7.67399
1 21 7.55705
1 22 7.44962
1 23 7.35163
1 24 7.26308
1 25 7.18403
1 26 7.11442
1 27 7.05425
1 28 7.00358
1 29 6.96235
1 30 6.93056
1 31 6.90828
1 32 6.89543
1 33 6.89202
1 34 6.89812
1 35 6.91365
1 36 6.93863
1 37 6.9731
1 38 7.01701
1 39 7.07038
1 40 7.13323
1 41 7.20552
1 42 7.28727
1 43 7.37851
1 44 7.47918
1 45 7.58931
1 46 7.70892
1 47 7.83797
1 48 7.97649
1 49 8.12448
1 50 0
2 0 0
2 1 10.7721
2 2 10.5034
2 3 10.2289
2 4 9.96377
2 5 9.70814
2 6 9.46194
2 7 9.22523
2 8 8.99797
2 9 8.78016
2 10 8.57183
2 11 8.37296
2 12 8.18352
2 13 8.00358
2 14 7.83308
2 15 7.67203
2 16 7.52047
2 17 7.37836
2 18 7.24568
2 19 7.1225
2 20 7.00877
2 21 6.90448
2 22 6.80968
2 23 6.72433
2 24 6.64842
2 25 6.58201
2 26 6.52504
2 27 6.4775
2 28 6.43948
2 29 6.41088
2 30 6.39174
2 31 6.38209
2 32 6.38188
2 33 6.39111
2 34 6.40985
2 35 6.43802
2 36 6.47564
2 37 6.52275
2 38 6.5793
2 39 6.6453
2 40 6.7208
2 41 6.80572
2 42 6.90011
2 43 7.00399
2 44 7.1173
2 45 7.24007
2 46 7.37232
2 47 7.51401
2 48 7.66517
2 49 7.82579
2 50 0
3 0 0
3 1 9.83753
3 2 9.58179
3 3 9.32083
3 4 9.06934
3 5 8.82731
3 6 8.59472
3 7 8.37161
3 8 8.15796
3 9 7.95375
3 10 7.75903
3 11 7.57376
3 12 7.39793
3 13 7.23159
3 14 7.0747
3 15 6.92725
3 16 6.78929
3 17 6.66079
3 18 6.54172
3 19 6.43214
3 20 6.33202
3 21 6.24133
3 22 6.16014
3 23 6.08839
3 24 6.02608
3 25 5.97328
3 26 5.92991
3 27 5.89598
3 28 5.87156
3 29 5.85657
3 30 5.85103
3 31 5.85499
3 32 5.86838
3 33 5.89122
3 34 5.92356
3 35 5.96533
3 36 6.01656
3 37 6.07728
3 38 6.14743
3 39 6.22704
3 40 6.31614
3 41 6.41467
3 42 6.52266
3 43 6.64014
3 44 6.76706
3 45 6.90343
3 46 7.04929
3 47 7.20459
3 48 7.36935
3 49 7.54358
3 50 0
4 0 0
4 1 8.94537
4 2 8.70253
4 3 8.45517
4 4 8.21729
4 5 7.98887
4 6 7.76988
4 7 7.56038
4 8 7.36034
4 9 7.16974
4 10 6.98862
4 11 6.81696
4 12 6.65474
4 13 6.502
4 14 6.35872
4 15 6.22488
4 16 6.10053
4 17 5.98563
4 18 5.88017
4 19 5.7842
4 20 5.69768
4 21 5.6206
4 22 5.55302
4 23 5.49488
4 24 5.44618
4 25 5.40698
4 26 5.37722
4 27 5.3569
4 28 5.34609
4 29 5.34471
4 30 5.35277
4 31 5.37033
4 32 5.39734
4 33 5.43378
4 34 5.47973
4 35 5.53511
4 36 5.59994
4 37 5.67427
4 38 5.75803
4 39 5.85124
4 40 5.95395
4 41 6.06609
4 42 6.18769
4 43 6.31878
4 44 6.4593
4 45 6.60928
4 46 6.76875
4 47 6.93765
4 48 7.11602
4 49 7.30386
4 50 0
5 0 0
5 1 8.09578
5 2 7.86583
5 3 7.63209
5 4 7.40781
5 5 7.193
5 6 6.98762
5 7 6.79172
5 8 6.60529
5 9 6.4283
5 10 6.26078
5 11 6.10273
5 12 5.95412
5 13 5.81499
5 14 5.68532
5 15 5.56508
5 16 5.45434
5 17 5.35305
5 18 5.26119
5 19 5.17883
5 20 5.10592
5 21 5.04244
5 22 4.98847
5 23 4.94394
5 24 4.90884
5 25 4.88325
5 26 4.8671
5 27 4.86039
5 28 4.86318
5 29 4.87541
5 30 4.89708
5 31 4.92825
5 32 4.96886
5 33 5.01891
5 34 5.07847
5 35 5.14746
5 36 5.22589
5 37 5.31383
5 38 5.4112
5 39 5.51802
5 40 5.63433
5 41 5.76008
5 42 5.89529
5 43 6.03998
5 44 6.19411
5 45 6.3577
5 46 6.53077
5 47 6.71328
5 48 6.90526
5 49 7.1067
5 50 0
6 0 0
6 1 7.28874
6 2 7.07169
6 3 6.85155
6 4 6.64087
6 5 6.43967
6 6 6.2479
6 7 6.06561
6 8 5.89279
6 9 5.7294
6 10 5.5755
6 11 5.43105
6 12 5.29604
6 13 5.17052
6 14 5.05446
6 15 4.94783
6 16 4.85069
6 17 4.76301
6 18 4.68476
6 19 4.61601
6 20 4.5567
6 21 4.50684
6 22 4.46647
6 23 4.43554
6 24 4.41406
6 25 4.40207
6 26 4.39953
6 27 4.40642
6 28 4.42282
6 29 4.44866
6 30 4.48394
6 31 4.52872
6 32 4.58293
6 33 4.64659
6 34 4.71975
6 35 4.80235
6 36 4.8944
6 37 4.99594
6 38 5.10691
6 39 5.22734
6 40 5.35726
6 41 5.49662
6 42 5.64543
6 43 5.80373
6 44 5.97147
6 45 6.14867
6 46 6.33535
6 47 6.53146
6 48 6.73705
6 49 6.9521
6 50 0
7 0 0
7 1 6.52425
7 2 6.32009
7 3 6.11356
7 4 5.9165
7 5 5.7289
7 6 5.55074
7 7 5.38206
7 8 5.22284
7 9 5.07306
7 10 4.93276
7 11 4.80192
7 12 4.68052
7 13 4.56861
7 14 4.46615
7 15 4.37313
7 16 4.2896
7 17 4.21553
7 18 4.15088
7 19 4.09574
7 20 4.05004
7 21 4.01378
7 22 3.98702
7 23 3.96971
7 24 3.96182
7 25 3.96345
7 26 3.97451
7 27 3.99501
7 28 4.02502
7 29 4.06446
7 30 4.11335
7 31 4.17174
7 32 4.23956
7 33 4.31683
7 34 4.40359
7 35 4.4998
7 36 4.60545
7 37 4.7206
7 38 4.84518
7 39 4.97922
7 40 5.12275
7 41 5.27571
7 42 5.43813
7 43 5.61004
7 44 5.79138
7 45 5.98219
7 46 6.18248
7 47 6.3922
7 48 6.61139
7 49 6.84005
7 50 0
8 0 0
8 1 5.80234
8 2 5.61108
8 3 5.41815
8 4 5.2347
8 5 5.0607
8 6 4.89615
8 7 4.74108
8 8 4.59547
8 9 4.45929
8 10 4.3326
8 11 4.21537
8 12 4.10758
8 13 4.00927
8 14 3.92042
8 15 3.84101
8 16 3.77109
8 17 3.71061
8 18 3.65957
8 19 3.61803
8 20 3.58594
8 21 3.56329
8 22 3.55014
8 23 3.54644
8 24 3.55217
